"screen_name","status_id","created_at","text","favorite_count","retweet_count","display_text_width","lang","urls_expanded_url","media_type","source","hashtags","is_retweet"
"ONU_es","xx1580906275377848322","2022-10-14 13:00:02","Más del 75% de los cultivos alimentarios depende de los polinizadores. <U+0001F41D><U+0001F98B><U+0001F426>

Es hora de dar las gracias a estos pequeños guardianes de la naturaleza que nos ayudan a poner comida en la mesa y combatir el cambio climático. https://t.co/eTN1byapt5 #HambreCero Vía @faoenespanol https://t.co/UL40NZV4kR",131,63,274,"es","https://www.fao.org/fao-stories/article/es/c/1129811/","photo","TweetDeck","HambreCero",FALSE
"ONU_es","xx1580845882576175108","2022-10-14 09:00:03","La crisis del clima es un asunto de vital importancia para las mujeres. Les afecta de forma desproporcionada y a la vez, son clave en la respuesta.

Más de @onumujeres: https://t.co/RDzCwgr6Fh #AcciónClimática https://t.co/2lDRKCQwP4",85,46,209,"es","https://interactive.unwomen.org/multimedia/photo/climatechange/es/index.html","photo","TweetDeck","AcciónClimática",FALSE
"ONU_es","xx1580664677146644480","2022-10-13 21:00:01","La ONU trabaja para todos, en todas partes, al: 
<U+0001F1FA><U+0001F1F3> vacunar a la infancia
<U+0001F1FA><U+0001F1F3> proteger a los refugiados
<U+0001F1FA><U+0001F1F3> alimentar a los que pasan hambre
<U+0001F1FA><U+0001F1F3> abordar la emergencia del clima
<U+0001F1FA><U+0001F1F3> defender los derechos de las mujeres
<U+0001F1FA><U+0001F1F3> responder a las crisis y mucho más

https://t.co/R4Uz0qpk6H https://t.co/wkE9dNMYYE",60,21,276,"es","https://un.org/es/our-work","photo","TweetDeck",,FALSE
"ONU_es","xx1580604283698831366","2022-10-13 17:00:02","Los controles oculares de rutina pueden prevenir la discapacidad visual y la ceguera.

En este #DíaMundialDeLaVista, la @who te explica cómo prevenir la ceguera y cuidar la salud de tus ojos: https://t.co/4ntz9Evy0i https://t.co/GR7wmmhtEW",50,24,215,"es","http://www.who.int/es/news-room/fact-sheets/detail/blindness-and-visual-impairment","photo","TweetDeck","DíaMundialDeLaVista",FALSE
"ONU_es","xx1580543882172911617","2022-10-13 13:00:01","""Fenómenos meteorológicos extremos seguirán ocurriendo.
Pero no es necesario que se conviertan en desastres fatales"".

-- En este Día para la Reducción del Riesgo de Desastres, @antonioguterres insta a los países a invertir en sistemas de alerta temprana. 
https://t.co/EM7sUXkTcy https://t.co/PPMRI7yufH",95,56,280,"es","https://www.un.org/es/observances/disaster-reduction-day","photo","TweetDeck",,FALSE
"ONU_es","xx1580483483822043136","2022-10-13 09:00:01","Solo la mitad de los países del mundo tiene sistemas de alerta temprana para tomar medidas preventivas. 

Debemos crear un planeta más seguro y capaz de adaptarse a la adversidad.

Más en este Día para la Reducción del Riesgo de Desastre. https://t.co/JgSr6Suk7c 
Vía @undrr https://t.co/4aXM56IyRW",142,84,274,"es","https://iddrr.undrr.org/es","photo","TweetDeck",,FALSE
"ONU_es","xx1580347585679745024","2022-10-13 00:00:00","Más de 2.000 millones de personas viven con algún tipo de impedimento visual porque no reciben el tratamiento que necesitan. 

Más de la @who en este #DíaMundialdelaVista: https://t.co/qtFfGGUCxq https://t.co/galKlX2QIM",96,57,195,"es","https://www.who.int/es/news-room/fact-sheets/detail/blindness-and-visual-impairment","photo","TweetDeck","DíaMundialdelaVista",FALSE
"ONU_es","xx1580262508509941768","2022-10-12 18:21:56","Los cascos azules del contingente de Perú que están #SirviendoParaLaPaz con @unpeacekeeping, dejan atrás a sus familias para proteger a los más vulnerables.

Les agradecemos por su servicio y sacrificio. https://t.co/F1h1dsnMKk https://t.co/6oSSFl7Oor",50,13,227,"es","https://peacekeeping.un.org/es/service-and-sacrifice","photo","TweetDeck","SirviendoParaLaPaz",FALSE
"ONU_es","xx1580246637519155201","2022-10-12 17:18:52","Un océano saludable sostiene la vida y promueve la prosperidad. Sin embargo, nuestros mares están amenazados.

Aprende cómo pequeños cambios en nuestros hábitos diarios pueden tener un gran impacto en nuestro planeta: https://t.co/xUUq5u5KCQ #SalvemosLosOcéanos https://t.co/VZpAZJaoWK",123,63,261,"es","https://www.un.org/sustainabledevelopment/es/oceans/","photo","TweetDeck","SalvemosLosOcéanos",FALSE
"ONU_es","xx1580181497604059140","2022-10-12 13:00:02","Las mujeres y las niñas constituyen la mitad de la población mundial, sin embargo, ningún país del mundo ha logrado la igualdad de género.

Avanzar en el fortalecimiento de los derechos de las mujeres es fundamental para lograr los #ObjetivosMundiales. https://t.co/JjqNpjVlec https://t.co/Y1BNATGL1r",60,27,276,"es","https://www.un.org/sustainabledevelopment/es/gender-equality/","photo","TweetDeck","ObjetivosMundiales",FALSE
"ONU_es","xx1579985200259407874","2022-10-12 00:00:01","""Debemos cambiar de rumbo y la única dirección posible es alejarnos de los combustibles fósiles y acercarnos a las energías renovables"".

-- @antonioguterres pide gravar impuestos sobre las ganancias exorbitantes de las empresas de combustibles fósiles. https://t.co/hPxfek66Sm",166,78,253,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1579884801888092160","2022-10-11 17:21:04","1 de cada 5 niñas está casada o en unión antes de los 18 años.
En algunos países, ese número se duplica a casi el 40%.

En este #DíaDeLaNiña, conoce el trabajo del @unfpa para poner fin al #MatrimonioInfantil: https://t.co/EVWlStjm95 https://t.co/s0cwADFrOj",59,48,233,"es","https://www.unfpa.org/es/matrimonio-infantil","photo","TweetDeck","DíaDeLaNiña MatrimonioInfantil",FALSE
"ONU_es","xx1579877415471710209","2022-10-11 16:51:43","Los matrimonios y las uniones infantiles, tempranas y forzadas (#MIUT) son un tema importante pero poco reconocido en América Latina y el Caribe que debe ser reconocido y abordado.

#SaludMental #DíaSaludMental #matrimonioinfantil https://t.co/kGOvbxcaLl",0,62,140,"es",,,"Twitter Web App","MIUT",TRUE
"ONU_es","xx1579819102625038339","2022-10-11 13:00:00","Escuchen, niñas:
No importa lo que les digan.
No importa que cuestionen sus habilidades.
Ustedes son la #GeneraciónIgualdad y tienen el poder de hacer todo lo que se propongan. 

Súmate a @onumujeres y digamos feliz #DíaDeLaNiña a todas en todas partes. https://t.co/rfPoKhR35J",343,184,253,"es",,"photo","TweetDeck","GeneraciónIgualdad DíaDeLaNiña",FALSE
"ONU_es","xx1579758704265756673","2022-10-11 09:00:00","Casi 130 millones de niñas no asisten a la escuela en todo el mundo.

Necesitamos garantizar la igualdad de acceso a la educación para lograr un futuro mejor para todos.

Más de @UNESCO_es en este #DíaDeLaNiña: https://t.co/gXB3rOyfM8 https://t.co/787HBG6r6u",113,81,234,"es","https://www.unesco.org/es/international-day-girl-child","photo","TweetDeck","DíaDeLaNiña",FALSE
"ONU_es","xx1579637909552091136","2022-10-11 01:00:00","Cuando una niña tiene oportunidades para salir adelante, cambia su vida y la de sus comunidades.

En el #DíaDeLaNiña, @unicefenespanol reclama más inversión para que las niñas alcancen su máximo potencial y se conviertan en agentes de cambio. https://t.co/YstvEpiSSX https://t.co/SolGXrTjip",253,126,266,"es","https://uni.cf/3y0gyyP","photo","TweetDeck","DíaDeLaNiña",FALSE
"ONU_es","xx1579547311075639297","2022-10-10 19:00:00","Todos hemos vivido buenos y malos momentos emocionalmente.

En este #DíaDeLaSaludMental, @unicefenespanol te ofrece consejos para desafiar los pensamientos negativos y reemplazarlos por ideas de aceptación. https://t.co/Xj0R51kb5P https://t.co/peUSFh8z8n",121,69,230,"es","https://www.unicef.org/es/crianza/siete-mitos-sobre-salud-mental","photo","TweetDeck","DíaDeLaSaludMental",FALSE
"ONU_es","xx1579227201987280906","2022-10-09 21:48:00","En tiempos difíciles, es normal sentirse solo, ansioso o triste.

Sentirse mal no es sinónimo de debilidad. 

Hablar de tus sentimientos ayuda.

El 10 de octubre es el Día Mundial de la Salud Mental. https://t.co/asCayYMz6V",2008,1017,199,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1579101372921823232","2022-10-09 13:28:00","""Vivir es elegir. Pero para elegir bien, debes saber quién eres y qué defiendes, a dónde quieres ir y por qué quieres llegar ahí"". -- Kofi Annan.

En este #DíaMundialdelCorreo, conoce algunas de las célebres estampillas de @unstamps: https://t.co/Cq8LK9zTS1 https://t.co/HwF5ERNQfH",196,81,257,"es","https://unstamps.org/es/","photo","TweetDeck","DíaMundialdelCorreo",FALSE
"ONU_es","xx1578823290868539392","2022-10-08 19:03:00","La biodiversidad es uno de los recursos más preciados de nuestro planeta.
Pero está disminuyendo a un ritmo alarmante.

Para protegerlo y fortalecer los servicios de los ecosistemas, debemos cambiar la forma en que producimos, procesamos y consumimos nuestros alimentos. https://t.co/RkhlIYPZHr",225,118,270,"es",,"photo","Twitter Media Studio",,FALSE
"ONU_es","xx1578736216836608000","2022-10-08 13:17:00","Las aves migratorias enfrentan muchos peligros.

Desde la contaminación por plásticos hasta la pérdida del hábitat, las aves migratorias están cada vez más amenazadas por las actividades humanas.

Más sobre el #DíaDeLasAvesMigratorias: https://t.co/tnf7zGLBS7 https://t.co/sEs1bB1S5g",100,49,259,"es","https://www.worldmigratorybirdday.org/migratory","photo","TweetDeck","DíaDeLasAvesMigratorias",FALSE
"ONU_es","xx1578552003428380672","2022-10-08 01:05:00","La depresión le puede suceder a cualquiera.
No es un signo de debilidad, es una enfermedad.
Y tiene tratamiento.

La @who comparte algunos consejos para ayudar al que sufre de depresión: https://t.co/2lf5ZwIWW9 https://t.co/JeePMA9FGB",294,155,210,"es","https://www.who.int/es/news-room/fact-sheets/detail/depression","photo","TweetDeck",,FALSE
"ONU_es","xx1578491353607991296","2022-10-07 21:04:00","El exceso de luz artificial por las noches desorienta a las aves y contribuye a millones de ellas mueran cada año por colisiones. 

En el #DíaMundialDeLasAvesMigratorias y siempre, recuerda reducir la intensidad de las luces para las aves por la noche. https://t.co/XWuiAYRJ8c https://t.co/6ysqd4YX3H",136,64,276,"es","https://www.worldmigratorybirdday.org/","photo","TweetDeck","DíaMundialDeLasAvesMigratorias",FALSE
"ONU_es","xx1578446033503354908","2022-10-07 18:03:55","Los jóvenes siguen siendo excluidos de los espacios de toma de decisiones, a pesar de ser los líderes del mañana. 

Una campaña de la @unyouthenvoy y el @thebodyshop busca promover más espacios de participación para los jóvenes. https://t.co/5PAoO3vAPu #BeSeenBeHeard https://t.co/opudW5KgWP",80,43,267,"es","https://beseenbeheardcampaign.com/","photo","Twitter Media Studio","BeSeenBeHeard",FALSE
"ONU_es","xx1578378358991343617","2022-10-07 13:35:00","Los derechos de los refugiados son derechos humanos.

Millones de personas en todo el mundo se ven forzadas a huir de la violencia, la persecución, la guerra o los efectos del cambio climático. 

Así puedes apoyarlos y estar #ConLosRefugiados: https://t.co/4px61WvGcU https://t.co/k0Ke6HpTjm",112,46,267,"es","https://www.acnur.org/get-involved.html","photo","TweetDeck","ConLosRefugiados",FALSE
"ONU_es","xx1578316704421134336","2022-10-07 09:30:00","¡Feliz cumpleaños a nuestro Mensajero de la Paz @yoyo_ma!

Gracias por tu compromiso incansable con las Naciones Unidas y por tus esfuerzos para involucrar y empoderar a los jóvenes. https://t.co/hEuHouyPDk https://t.co/R6pV1UfJDP",65,18,206,"es","https://www.un.org/es/mensajeros-de-la-paz/yo-yo-ma","photo","TweetDeck",,FALSE
"ONU_es","xx1578183827083694087","2022-10-07 00:42:00","Los medios de comunicación tienen un papel fundamental para poner fin a la cultura tóxica de violencia contra la mujer.

A la vez, todos podemos ayudar, dejando de culpar a la víctima y usando el lenguaje a favor de las sobrevivientes y no de los perpetradores. Vía @ONUMujeres. https://t.co/2ahKbeiWoo",267,151,278,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1578131985305772033","2022-10-06 21:16:00","Marie Curie, es la única persona que ha ganado el Premio Nobel en dos campos científicos diferentes.

Su ejemplo sigue motivando a millones de niñas y mujeres a romper con los estereotipos y dedicarse a carreras científicas.  Vía @unesco_es #MujeresEnCiencia. https://t.co/A7BhhwJtfX",161,72,259,"es",,"photo","TweetDeck","MujeresEnCiencia",FALSE
"ONU_es","xx1578067569516257280","2022-10-06 17:00:02","No hay carreras de hombres ni de mujeres.

La #SemanaDelEspacio, destaca los desafíos que enfrentan las mujeres en carreras afines. 

Ayuda a derribar esas barreras. Combate los prejuicios que impiden que las niñas y mujeres hagan sus sueños realidad. https://t.co/o0LBziUASE",72,40,251,"es",,"photo","TweetDeck","SemanaDelEspacio",FALSE
"ONU_es","xx1578051895666642944","2022-10-06 15:57:45","La desigualdad de género afecta a las niñas durante toda su vida y les impide progresar. Es responsabilidad de todos cambiar esa situación y seguir derribando los estereotipos de género.

UNICEF trabaja para ofrecer a todas las niñas la oportunidad de elegir su camino. https://t.co/CNOVJqXJ06",0,23,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1578007170691477504","2022-10-06 13:00:02","<U+0001F3DE><U+FE0F> ríos
<U+0001F48E>minerales
<U+26F0><U+FE0F>montañas

¡La geodiversidad nos rodea!

En este primer #DíaDelaGeodiversidad súmate a la @unesco_es en este llamado para proteger los recursos indispensables para nuestra existencia. https://t.co/4Qbb1lgrXX https://t.co/FnhsKB7B6m",96,35,227,"es","https://www.unesco.org/es/days/geodiversity","photo","TweetDeck","DíaDelaGeodiversidad",FALSE
"ONU_es","xx1577946767437578240","2022-10-06 09:00:00","Lo que compartes en las redes sociales puede tener consecuencias en el mundo real.

La información falsa deja vulnerables a las personas durante una crisis.

Haz el compromiso de: #PrometoPausar y verificar los datos antes de compartirlos. https://t.co/wIWfm4o8la https://t.co/6XhyeJgmJ9",292,159,263,"es","https://shareverified.com/es/","photo","TweetDeck","PrometoPausar",FALSE
"ONU_es","xx1577825973428428801","2022-10-06 01:00:01","<U+0001F3DE><U+FE0F> ríos <U+0001F48E> minerales <U+26F0><U+FE0F> montañas <U+27A1><U+FE0F> ¡La geodiversidad nos rodea!

La geodiversidad permite que la vida se desarrolle y prospere, y sustenta todos los ecosistemas de la Tierra.

Súmate a @unesco_es para celebrar el primer Día de la Geodiversidad. https://t.co/4Qbb1ly3mx https://t.co/8MsY4sd2TE",90,34,268,"es","https://www.unesco.org/es/days/geodiversity","photo","TweetDeck",,FALSE
"ONU_es","xx1577768259033636865","2022-10-05 21:10:41","""El cambio climático multiplica las amenazas contra las mujeres y las niñas"".

Una experta de @unhumanrights advierte que la emergencia climática están aumentando el riesgo y la prevalencia de violencia contra las mujeres y las niñas.
https://t.co/2gq90JIeSN https://t.co/XAndZMIs7O",63,37,258,"es","https://news.un.org/es/story/2022/10/1515902","photo","TweetDeck",,FALSE
"ONU_es","xx1577705176714031113","2022-10-05 17:00:01","En el #DíaMundialDelDocente y todos los días, defendamos el derecho de las maestras y los maestros a:
<U+0001F539> Salarios y condiciones de trabajo justos
<U+0001F539> Políticas que los protejan
<U+0001F539> La autonomía que necesitan

Más de la @unesco_es: https://t.co/e0N1BaifCJ https://t.co/RfEkdymncB",98,53,249,"es","https://www.unesco.org/es/days/teachers","photo","TweetDeck","DíaMundialDelDocente",FALSE
"ONU_es","xx1577644778682023937","2022-10-05 13:00:01","En este #DíaDeLosDocentes rendimos homenajes a la valiosa contribución que hacen los profesores en la vida de los estudiantes, sus comunidades y la sociedad.

Es vital que reciban apoyo.  
https://t.co/yjzBPRqdpE https://t.co/PGcd0QRjXe",60,24,212,"es","https://es.unesco.org/commemorations/worldteachersday","photo","TweetDeck","DíaDeLosDocentes",FALSE
"ONU_es","xx1577584390565023745","2022-10-05 09:00:03","La educación es la clave para alcanzar los #ObjetivosMundiales.
¡Los docentes son la clave para lograr una educación inclusiva, de calidad y un futuro mejor para todos!

Celebramos el #DíaMundialDelDocente. https://t.co/7oROoko2d0 https://t.co/LMHHEbP9xD",176,98,230,"es","https://www.un.org/sustainabledevelopment/es/education/","photo","TweetDeck","ObjetivosMundiales DíaMundialDelDocente",FALSE
"ONU_es","xx1577403186930802688","2022-10-04 21:00:01","Los océanos son el ecosistema más grande del planeta y cumplen un papel fundamental en nuestras vidas; sin embargo, enfrentan varias amenazas.

Sigue estos consejos de la campaña #ActúaAhora para que #SalvemosLosOcéanos: https://t.co/6kw2b9ELg3 https://t.co/skhsQC62Ml",97,32,244,"es","https://www.un.org/es/actnow/","photo","TweetDeck","ActúaAhora SalvemosLosOcéanos",FALSE
"ONU_es","xx1577403186255695905","2022-10-04 21:00:00","El 5 de octubre celebramos el #DíaMundialDelDocente.

Les damos las GRACIAS a todas las profesoras y todos los profesores por su dedicación y empeño al servicio de las generaciones futuras. 
https://t.co/e0N1BazR1j vía @unesco_es https://t.co/Hhg4LfI7qO",187,107,229,"es","https://www.unesco.org/es/days/teachers","photo","TweetDeck","DíaMundialDelDocente",FALSE
"ONU_es","xx1577358161132064768","2022-10-04 18:01:06","""Era nada más y nada menos que un imperativo moral”.

La Dra. Angela Merkel, excanciller de Alemania, es la ganadora del #PremioNansen 2022 por proteger a los refugiados en un momento crítico del conflicto en Siria. https://t.co/iTUfqQCnId https://t.co/BE8WthDNsN",122,39,239,"es","https://www.acnur.org/noticias/press/2022/10/633768744/angela-merkel-recibira-el-premio-nansen-de-acnur-por-haber-brindado-proteccion.html","photo","TweetDeck","PremioNansen",FALSE
"ONU_es","xx1577338760160763907","2022-10-04 16:44:00","<U+2728>Conoce a los ganadores del #PremioNansen de ACNUR 2022: https://t.co/UIv611IvuY",0,14,99,"es",,"photo","Twitter Web App","PremioNansen",TRUE
"ONU_es","xx1577282387544637440","2022-10-04 13:00:00","<U+0001F534>Conflictos
<U+0001F534>Crisis climática
<U+0001F534>COVID-19
<U+0001F534>Altos precios

Estos desafíos están alimentando una crisis mundial de hambre que el mundo no puede permitirse.

Mira cómo el @wfp_es brinda asistencia vital a los que la necesitan. https://t.co/8jvXLszJgB https://t.co/vxfnOzYPV0",24,5,245,"es","https://es.wfp.org/crisis-global-hambre","photo","TweetDeck",,FALSE
"ONU_es","xx1577221998056378368","2022-10-04 09:00:02","La ONU trabaja para promover la cooperación internacional y el uso pacífico de la exploración espacial, así como la utilización de esa ciencia para el crecimiento económico sustentable. 

Más sobre la #SemanaDelEspacio: https://t.co/LdCRiqdky2 https://t.co/CDtDClzDT7",49,21,243,"es","http://www.un.org/es/observances/world-space-week","photo","TweetDeck","SemanaDelEspacio",FALSE
"ONU_es","xx1577101193549033474","2022-10-04 01:00:00","""Nos encontramos en una lucha de vida o muerte por nuestra propia seguridad hoy y por nuestra supervivencia mañana"".

-- @antonioguterres llama para una #AcciónClimática decisiva y solidaridad para abordar la crisis climática como máxima prioridad mundial. https://t.co/IuQO8PiZgY https://t.co/QGNb8VZei2",118,47,280,"es","https://news.un.org/es/story/2022/10/1515857","photo","TweetDeck","AcciónClimática",FALSE
"ONU_es","xx1577063500098469889","2022-10-03 22:30:13","<U+2705>Las investigaciones demuestran que las vacunas pediátricas contra la #COVID19 <U+0001F9A0> aprobadas por la OMS son seguras y eficaces para prevenir la enfermedad grave, la hospitalización y la muerte en niños desde los 6 meses de edad <U+0001F467><U+0001F3FE><U+0001F466><U+0001F3FD><U+0001F476><U+0001F3FB>. #Vacúnate https://t.co/6K9EptB63l",0,54,140,"es",,,"Twitter Web App","COVID19",TRUE
"ONU_es","xx1577040796343160834","2022-10-03 21:00:00","Las plantas saludables pueden ayudar a:

<U+0001F35A> acabar con el hambre
<U+2B07><U+FE0F> reducir la pobreza 
<U+0001F30E> proteger el medio ambiente
<U+0001F4C8> impulsar el desarrollo económico

Debemos proteger las plantas para proteger a las personas y el planeta. https://t.co/3dvAtQpu6y https://t.co/jX8oEFJB9L",76,38,247,"es","https://www.ippc.int/es/about/overview/","photo","TweetDeck",,FALSE
"ONU_es","xx1577009185551659015","2022-10-03 18:54:23","Los ecosistemas del <U+0001F30E> se están degradando:
<U+26A0><U+FE0F> Océanos
<U+26A0><U+FE0F> Bosques
<U+26A0><U+FE0F> Zonas agrícolas
<U+26A0><U+FE0F> Turberas

Restaurar los ecosistemas ayuda a reducir:
<U+0001F30E> la inseguridad alimentaria;
<U+0001F30E> el #CambioClimático;
<U+0001F30E> la pérdida de biodiversidad.

#GeneraciónRestauración
https://t.co/WScV0MAdOP https://t.co/e1Ijb83cxX",0,135,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1576987952068136963","2022-10-03 17:30:01","“Cada gobierno, cada empresa, cada inversionista, cada institución debe dar un paso al frente con acciones climáticas concretas para alcanzar emisiones netas cero”.

-- @antonioguterres pide en la #COP27 demostrar que la #AccionClimática es una prioridad. https://t.co/pUJ2pFV2kN https://t.co/9mgVL9omiU",84,48,279,"es","https://www.un.org/es/climatechange/cop27","photo","TweetDeck","COP27 AccionClimática",FALSE
"ONU_es","xx1576920008164245504","2022-10-03 13:00:02","<U+0001F4F8>: Las banderas de países de todo el mundo se exhiben en la sede de la ONU.

Si bien nuestra sede está ubicada en Nueva York, tenemos presencia en todo el mundo y trabajamos para todos, en todas partes. https://t.co/rCWONHwmpZ https://t.co/foM9J4OALv",111,31,226,"es","https://www.un.org/es/our-work","photo","TweetDeck",,FALSE
"ONU_es","xx1576859611994341377","2022-10-03 09:00:02","""Necesitamos acción urgente y una mayor inversión para proporcionar viviendas asequibles a todos, así como acceso a la electricidad, el agua, el saneamiento, el transporte y otros servicios básicos"".

-- @antonioguterres en el #DíaMundialDelHábitat. https://t.co/4z1AcGHSeF https://t.co/lpyski2lpf",170,96,273,"es","https://www.un.org/es/observances/habitat-day/messages","photo","TweetDeck","DíaMundialDelHábitat",FALSE
"ONU_es","xx1576738805511495681","2022-10-03 01:00:00","""Nunca olvidemos la facilidad con la que los discursos de odio pueden convertirse en delitos de odio; 
cómo la ignorancia puede conducir a la intolerancia 
o cómo el silencio significa complicidad"". 

-- @antonioguterres, sobre la negación del Holocausto. https://t.co/6FNb46k0PW https://t.co/XLQuiyKWC1",364,204,279,"es","https://es.againstholocaustdistortion.org/","photo","TweetDeck",,FALSE
"ONU_es","xx1576678410293637120","2022-10-02 21:00:00","1 de cada 3 mujeres sufre violencia en algún momento de su vida.

En este #DíaDeLaNoViolencia, @onumujeres te cuenta qué puedes hacer tú para acabar con esta cultura tóxica: https://t.co/utxxkkIBjV https://t.co/4DT6uKvHfD",102,53,197,"es","https://www.unwomen.org/es/news/stories/2020/11/compilation-take-action-to-help-end-violence-against-women","photo","TweetDeck","DíaDeLaNoViolencia",FALSE
"ONU_es","xx1576618015138775042","2022-10-02 17:00:01","El #DiaDeLaNoViolencia destaca el notable poder de la protesta pacífica, así como el valor del respeto a la dignidad, la protección para todos y el derecho de las comunidades a vivir en paz.
https://t.co/alfAqjPXVI https://t.co/2GeQBGwm34",106,47,214,"es","https://www.un.org/es/observances/non-violence-day","photo","TweetDeck","DiaDeLaNoViolencia",FALSE
"ONU_es","xx1576557617324953601","2022-10-02 13:00:01","La educación es el arma más poderosa para cambiar el mundo. 

Más sobre el #DiaDeLaNoViolencia: https://t.co/alfAqk7zki <U+0001F4F7>: @unesco_es https://t.co/hL90PRPIx2",302,158,133,"es","https://www.un.org/es/observances/non-violence-day","photo","TweetDeck","DiaDeLaNoViolencia",FALSE
"ONU_es","xx1576497225173180417","2022-10-02 09:00:03","Cada 2 de octubre, en el #DíaDeLaNoViolencia, rendimos homenaje a Mahatma Gandhi, un líder que mantuvo su compromiso con el principio de no violencia, aún en las circunstancias más difíciles. https://t.co/alfAqk7zki https://t.co/km8meNu1MY",586,330,215,"es","https://www.un.org/es/observances/non-violence-day","photo","TweetDeck","DíaDeLaNoViolencia",FALSE
"ONU_es","xx1576361319627997184","2022-10-02 00:00:00","""La no violencia es la fuerza máxima a disposición de la humanidad. Es más poderosa que el arma de destrucción más potente ideada por el ingenio humano"". -- Mahatma Gandhi. 

El 2 de octubre es el #DíaDeLaNoViolencia: https://t.co/alfAqk7zki https://t.co/P6lm8jf5Gw",321,178,241,"es","https://www.un.org/es/observances/non-violence-day","photo","TweetDeck","DíaDeLaNoViolencia",FALSE
"ONU_es","xx1576316023782916097","2022-10-01 21:00:01","¿Piensas que las palabras son inofensivas?

Las palabras pueden ser usadas como armas.
Los mensajes de odio en línea pueden derivar en actos de violencia y crueldad en la vida real.

Convierte tus redes sociales en una zona de #NoAlOdio. https://t.co/2pmPRCJfZp",477,328,237,"es",,"photo","TweetDeck","NoAlOdio",FALSE
"ONU_es","xx1576255622709911553","2022-10-01 17:00:00","Cada uno de nosotros tiene un papel que desempeñar para prevenir y ser parte del movimiento de #CombateElRacismo.

Denuncia, promueve el respeto o dona tu tiempo para ayudar a los grupos vulnerables. Todos podemos defender nuestra humanidad común: https://t.co/jwzhqvyRy9 https://t.co/8bMvuTtSP1",152,74,271,"es","https://www.un.org/es/fight-racism/get-involved/engage","photo","TweetDeck","CombateElRacismo",FALSE
"ONU_es","xx1576195228616167426","2022-10-01 13:00:01","Muchas personas tienen prejuicios sobre los demás basados en la edad. El edadismo es una actitud discriminatoria que afecta el bienestar de los adultos mayores.

Más de la @who para combatir el edadismo en este #DíadelasPersonasdeEdad: https://t.co/o24bB5VVXC https://t.co/yA1YZxNzof",205,103,259,"es","https://www.who.int/es/teams/social-determinants-of-health/demographic-change-and-healthy-ageing/combatting-ageism/global-report-on-ageism#","photo","TweetDeck","DíadelasPersonasdeEdad",FALSE
"ONU_es","xx1576014030199668737","2022-10-01 01:00:00","Sabiduría, experiencia y liderazgo. Los adultos mayores son fundamentales para transmitir valores culturales y como guardianes del patrimonio social. 

En el #DíadelasPersonasdeEdad, celebramos su valiosa contribución a la sociedad. https://t.co/bkuw7bsnQf https://t.co/y4sfH42a0m",288,141,256,"es","https://www.un.org/es/observances/older-persons-day","photo","TweetDeck","DíadelasPersonasdeEdad",FALSE
"ONU_es","xx1575953638467325952","2022-09-30 21:00:01","Fumar mata. 

1 de cada 10 muertes por enfermedades cardíacas está relacionada con el tabaco. Respirar humo ajeno también puede causar infarto de miocardio y accidentes cerebrovasculares.

Conoce otras razones para dejar de fumar. https://t.co/SbRSOYhnrg https://t.co/d2ktLfpsxv",116,69,254,"es","https://www.who.int/es/news-room/fact-sheets/detail/tobacco#cms","photo","TweetDeck",,FALSE
"ONU_es","xx1575896607375204353","2022-09-30 17:13:24","El número de personas #ForzadasAHuir en todo el mundo debido a la guerra, la persecución y la violencia ha alcanzado un récord de 100 millones.

ACNUR urge más acción para promover la paz y abordar las causas del desplazamiento. https://t.co/Gsbh4HNCaI vía @acnuramericas https://t.co/eKf6YqtlUU",38,23,271,"es","https://www.acnur.org/noticias/press/2022/5/6286d6ae4/acnur-ucrania-y-otros-conflictos-impulsan-el-desplazamiento-forzado-que.html","photo","TweetDeck","ForzadasAHuir",FALSE
"ONU_es","xx1575869117680189445","2022-09-30 15:24:10","El cambio climático es una realidad, y es cada vez más grave. 

Los países deben tomar medidas drásticas y urgentes para reducir las emisiones.  

Esa es la única manera de garantizar un planeta habitable #ParaCadaInfancia. https://t.co/NJX1D8KwLq",0,66,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1575832835801452550","2022-09-30 13:00:00","La Declaración Universal de los DDHH es el documento más traducido del mundo. Nada menos que a 505 idiomas. 

Uno de los más exóticos es el pipil, una lengua casi extinta en El Salvador, con apenas 50 hablantes.

Celebramos el #DíaDeLaTraducción: https://t.co/tXe0tYCegf https://t.co/wTlrCd4zPN",148,71,270,"es","https://www.un.org/es/about-us/universal-declaration-of-human-rights","photo","TweetDeck","DíaDeLaTraducción",FALSE
"ONU_es","xx1575772437907738625","2022-09-30 09:00:00","En este #DíaDeLaTraducción queremos agradecer a todos los profesionales lingüísticos por su labor que facilita el diálogo, el entendimiento y la cooperación entre los pueblos. 

Su tarea es un puente para construir la paz e impulsar el desarrollo. https://t.co/eT4W073mDJ https://t.co/AYVNcuNV9z",133,61,271,"es","https://www.un.org/es/observances/international-translation-day","photo","TweetDeck","DíaDeLaTraducción",FALSE
